ID,in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7
258,-0.109232714,0.008063837,1.618588216,0.919134553,-1.242959548,1.185603575,1.419431298,1.394881675
259,0.165678341,-0.219404398,2.262971172,0.9080099,-1.407016565,1.081739733,-0.791398209,2.087936433
260,0.088692236,0.477219217,1.638287546,0.947813636,-1.338106457,0.93110616,-0.699676527,1.607913366
261,-1.21712505,-0.948608894,0.092810127,1.410243332,-0.069239738,-1.124420267,-0.772082927,0.58761274
262,-0.089287097,0.548303088,1.69175569,1.457244667,2.387685322,0.481576012,-1.122284748,1.643910888
263,-0.443119879,-0.073090035,1.19359803,1.501892662,2.299475632,0.754452554,-1.259513499,1.298856567
264,-0.415278619,-0.073090035,1.168265425,1.450251226,1.524808477,0.975260189,-1.176892676,0.779699554
265,-0.445424952,0.089811064,0.315259396,1.468157575,1.46921509,1.395877747,-0.985156678,-0.006730637
266,-0.631914377,-0.435619227,0.270203473,1.407302304,0.808348119,1.294642585,-0.897176679,0.242433987
267,-0.511365099,0.314318371,1.382175689,1.381123509,0.873805221,1.665744934,-0.524019441,1.346869121
268,-0.555991965,-0.212297103,1.016262936,1.478907161,-0.832954927,1.011623348,1.475556209,1.5929083
269,-0.233565127,0.242049316,1.379359052,1.464430882,-1.108455426,0.356789438,1.125658513,1.790931264
270,0.729849154,1.313048884,-0.371876831,-3.297442462,-2.007732787,-8.731128026,-0.396397557,1.730921976
271,0.784982806,1.600347838,1.869035959,1.02045301,0.11093768,1.011621907,0.642475286,1.910935201
272,-0.123863564,0.435753265,1.278028628,1.012617985,0.458078476,1.190797488,0.66522934,1.48789845
273,0.036447205,-0.343801999,0.889586201,0.994190779,0.844348971,1.4529733,0.770602658,1.352867488
274,-0.522766007,-0.884633587,0.2533105,0.997322709,0.854165372,-0.413291087,1.918491381,0.905742115
275,-0.083169769,0.379477592,1.00781645,1.323421171,1.416888468,-0.879464252,2.220252154,1.454894623
276,0.009023998,-0.276271902,0.447589966,1.342323092,0.8639858,-0.408085639,0.85140324,0.950760975
277,-0.251267518,0.103435094,0.624966179,1.261691438,1.246805303,-0.030726657,0.699612213,0.629634247
278,-0.337655478,-0.03280876,0.447593392,1.296290692,1.236990916,0.138359582,1.028172329,0.755684128
279,-0.744395957,-0.692706398,0.256123712,1.338954532,1.223903724,0.062925277,1.849724596,0.530582507
280,-0.947559363,-1.628055213,-0.343703601,1.319801452,0.232124074,-0.652844106,1.528243388,-0.00973165
281,-1.302146317,-1.58066588,-0.225421953,1.364954939,0.376215068,-0.111383715,1.301315425,0.074315023
282,-1.249690863,-0.021554845,0.002694856,1.317379781,0.553021023,0.216377867,1.27805623,0.233419968
283,-0.941858592,-0.424364295,-0.228228311,1.320265601,0.261600458,0.135756858,1.999593834,0.575605027
284,-1.167780229,-0.072498713,-0.495798607,1.308623517,0.389314341,-0.730980631,0.719938644,-0.01873835
285,-0.973237173,0.124168451,-0.490158478,1.268685251,0.415512887,-0.822152406,0.975384122,-0.084789922
286,-0.705193516,-0.147135724,-0.121678656,1.3078385,0.836711252,0.122320023,0.901494588,0.382513605
287,-0.8429477,0.041828886,-0.523961557,1.305942357,1.004699292,0.234581076,1.004610049,0.143371268
288,-0.74733143,0.173927135,0.168831931,1.331810973,0.690514059,0.442582731,1.233459454,0.464556553
289,-0.457495766,-0.185639858,0.303996272,1.282758863,1.236990916,0.684294352,1.232548987,0.842720835
290,-0.753943592,-0.222367359,0.351861979,1.387000113,0.330370633,-0.829964905,1.175816693,0.557595287
291,-1.027594558,-0.548170065,0.166015293,1.291808229,0.762526838,-0.853413938,1.043847129,0.035301849
292,-0.725745414,0.338012911,1.019079574,1.36048773,0.867256592,-0.223279232,-0.336429587,0.539585547
293,-1.325203868,0.123576366,0.396907621,1.351782906,0.51046248,-0.132199742,-0.084119102,0.053315249
294,-1.130295075,0.22664751,0.34623213,1.331577561,0.818166533,-0.218072342,0.524865421,0.3444904
295,-0.998419345,0.593915406,0.591180234,1.340492373,0.939255277,-0.488788839,0.358512118,0.44354214
296,-0.894155158,0.672699926,0.191358179,1.344588834,0.939256284,-0.678887211,0.656127788,0.140366595
297,-1.020651147,0.384810159,0.287103299,-0.476721032,0.733067568,-0.316975867,0.562787748,0.191402121
298,-1.105804654,0.348971334,-0.063012983,-0.434303609,0.558479221,-0.554317411,1.242206975,0.009777986
299,-0.6973465,0.261004134,0.028041168,-0.461271144,0.081457269,-0.809124365,0.028940679,0.476560607
300,-0.780867791,-0.206965045,-0.183165536,-0.43821756,0.156793188,-1.202620238,-0.177155538,0.338488373
301,-1.077148121,-0.196895551,-0.639440273,-0.453490854,0.212476171,-1.653768257,0.110752063,-0.499101776
302,-0.640610774,-1.628055721,0.04212093,-0.446704485,-0.24290074,-1.103569633,0.301476566,0.473559593
303,-0.664381431,-0.583119282,-0.017018181,-0.417999876,-0.043029111,-0.540864955,0.268206564,0.428537073
304,-0.95311031,-0.429695084,0.084363641,-0.427839292,0.065076131,-0.329989489,0.61436223,0.29946788
305,-1.156785004,-0.32010746,-0.363416638,-0.471526299,-0.311719237,-0.95502545,1.09511818,0.188397448
306,-0.940499726,-0.425548717,-0.780285861,-0.494663187,-0.298610904,-1.398161981,1.138905862,-0.192863001
307,-1.413958522,-0.529805553,-0.639440273,-0.462609976,-0.387098445,-1.119206167,1.677506457,-0.237892841
308,-0.941330783,-0.52151282,-0.349330023,-0.407352352,-0.829677088,-0.87425592,0.222496745,0.29947154
309,-0.534401266,-0.711662233,-0.349336876,-2.413833124,-0.980534161,0.18515671,-0.512490958,0.191398461
310,-1.809622208,-0.666642507,-0.842262168,-0.406358156,-1.256082982,-0.691912368,0.497561111,-0.574171027
311,-2.059261671,-0.305890584,-2.03132185,-0.488280278,-1.006772975,-1.327758647,0.737534539,-1.511142296
312,-2.348348003,-0.089676517,-2.761382675,-0.454307747,-0.636226238,-1.578117658,1.203627185,-2.448439284
313,-1.968671117,-1.147644648,-1.698766722,-0.447279251,-1.876394758,-1.283433026,1.250650891,-1.05763428
314,-2.127012619,-0.936170302,-1.842494052,-0.459377943,-1.833708363,-0.965449325,1.428330447,-1.195776049
315,-1.261847634,-0.647094334,-1.631143433,-0.437439723,-0.960855051,-0.538262231,1.745463282,-0.210869081
316,-1.4426945,-0.879894883,-1.138063945,-0.454245962,-1.663008087,-1.124418825,0.619722098,-0.571162694
317,-1.473286556,-0.423771449,-1.436713198,-0.428820772,-0.842796495,-1.366870168,0.16546154,-0.652244952
318,-1.436489176,-0.606220975,-0.95494138,-0.398589861,-1.065811313,-1.147877951,0.487347208,-0.601191127
319,-2.090192755,-0.229474908,-2.135599121,-0.450315971,-0.99693342,-0.915941326,1.160951679,-1.47810553
320,-2.112293252,-0.138842864,-1.912944259,-0.444323561,-0.688683732,-1.027991132,1.079848013,-1.577219486
321,-1.579211226,-0.552315924,-2.245523373,-0.42402334,-0.596883118,-1.210441388,1.430352745,-1.559202427
322,-1.689268053,-0.367496792,-1.659320089,-0.429290125,-0.623112871,-0.543467679,1.622392347,-1.201789055
323,-1.736471419,-0.680859129,-2.065138635,-0.423639529,-1.557974308,-0.70754025,-0.120625474,-0.916484178
324,-1.585509003,-0.204003608,-1.281750157,-0.451717236,-1.167503831,-0.254509041,0.034906891,-0.8444196
325,-1.540256455,-1.134019602,-2.189149502,-0.398994592,-1.85669048,-0.465358552,0.380860673,-0.84442326
326,-1.636888489,-0.96223267,-1.766400291,-0.502701271,-1.06581232,-0.738794572,0.329589796,-1.111692778
327,-1.11619282,-0.812957124,-1.960857938,-0.431723623,-0.469052457,-0.553885787,1.279067205,-0.757335316
328,-1.460882046,-1.151199438,-2.676804734,-0.43782105,-1.000213272,-0.566902292,0.88932574,-1.162746603
329,-0.947537386,-1.513727614,-1.980588107,-0.487971837,-0.242901746,-0.1894467,0.533056507,-0.201866041
330,-0.627433162,-1.311730931,-1.197216762,-0.461780424,-0.600163976,-0.007315116,1.104624018,0.37150318
331,-0.744851766,-1.652934682,-1.515613318,-0.41389267,-0.764093141,0.221576106,1.531074605,0.233430947
332,-0.545790374,-0.880487729,-1.281753583,-0.431225058,-0.573936236,0.008298347,1.8063412,0.653646013
333,-0.100521674,-1.647602115,-1.098624165,-0.434429804,-0.888703346,0.12275333,0.197518857,1.040787717
334,-0.287562474,-0.532766735,-0.622540447,-0.514586792,-0.170814471,0.572548798,-0.363835099,0.32648066
335,-0.373605954,-0.687969218,-0.692963241,-0.507238642,0.241948528,0.530962886,0.560057386,0.332482687
336,-0.05492137,-0.647686418,-0.554941144,0.457403928,0.379490893,0.822002263,0.361748314,0.46155554
337,-0.047530724,-0.896481111,-0.814088939,0.473767794,0.094557548,0.744060402,0.700218729,0.428537073
338,0.303027231,-1.442051658,-0.484532056,0.389322504,0.654501126,1.24791467,-0.129625825,0.671648434
339,-1.026049401,0.399026019,-0.262027963,1.506802504,0.199371865,-0.015116079,0.660273931,-0.351986245
340,-0.368583727,0.901354108,0.202624729,1.490475573,0.674148022,0.101941629,0.943934015,-0.195864015
341,-1.089674537,0.496767389,0.236414101,0.487157094,0.150241538,0.658308926,0.31462306,0.092343061
342,-1.548736307,1.476542575,0.211071216,0.449290978,0.572667919,0.021304759,0.115403695,-0.628214886
343,-0.703979987,0.600431887,0.883959778,0.441555056,-0.564103728,0.741460561,0.966181542,0.50657074
344,-0.610475021,0.91734749,0.81358153,0.530670544,0.019216595,0.489374091,1.170356316,0.233427287
345,-1.128397764,2.369833608,0.655935487,2.290715873,2.351749905,-0.103578426,-0.938233827,-0.58617874
