ID,in_0,in_1,in_2,in_3,in_4,in_5,in_6,in_7
211,-1.39161782,0.917940082,-1.273293391,1.416431923,1.819067956,-0.754423895,0.953641563,-2.475474023
212,-2.343256634,0.766886507,-1.57196663,1.435913858,1.930206407,-0.303960803,1.470601147,-2.757916958
213,-2.00917701,0.163264796,-1.287386858,0.506002817,1.204274948,-0.264919938,1.328417506,-2.226097132
214,-1.5989361,0.069077961,-0.85634193,0.48456879,1.295872208,0.161765356,1.830611717,-1.634293637
215,-1.88259795,0.709426919,-1.061990743,0.492528687,1.953087852,0.354189598,0.114089288,-2.202056087
216,-1.645297536,0.574367233,-1.698763295,0.507425919,1.161747614,-0.741398738,0.545292707,-2.313225333
217,-1.445867318,0.566073738,-1.188763422,0.476181045,1.187919985,-0.301358079,0.712758534,-1.880614618
218,-1.856712759,0.492621023,-1.304293537,0.531042785,0.860715009,-0.218075226,0.959204008,-2.166007329
219,-2.03454917,0.09158757,-1.090167399,0.517821628,1.24025768,-0.153017211,1.607324237,-1.880610958
220,-1.724085364,-0.41488587,-1.092984037,-2.377742285,-0.387102472,0.161763914,0.260217015,-1.85357256
221,-1.650116924,-0.701000401,-2.067955272,-2.377993566,-0.432984155,-0.66847343,0.553686369,-2.202056087
222,-1.878963893,0.37888627,-1.633956644,-2.425865623,0.163344838,-0.423704869,0.665127792,-2.598661962
223,-1.604091023,1.052408446,-0.757749333,-2.336901693,0.369667445,0.120150606,0.858886435,-1.95872148
224,-2.630638028,0.141938339,-1.456436515,-2.263034297,-0.010265829,0.351592641,1.106141001,-2.700828168
225,-2.405488486,-0.090861448,-1.276116881,-2.34274073,-0.206854585,0.697286345,1.751631897,-2.601662975
226,-1.707084678,0.110542643,-0.704233218,-2.344178187,-0.990374723,0.372388481,-0.664889195,-1.832547167
227,-1.672815739,0.283514759,-0.878881884,-2.337323114,-0.875584946,0.265784929,-0.603302867,-1.8355555
228,-1.722965888,-0.296412666,-0.34933345,-2.291852283,-1.082215605,0.767441662,-0.785229768,-1.387990955
229,-1.816091196,-0.222366343,-0.619720383,-2.324457373,-0.577216088,0.684294352,-0.663068607,-1.706383834
230,1.090886834,0.611685802,0.895219476,-2.189941589,-0.400207785,1.284257642,-3.071701524,0.923748195
231,0.933083584,0.204137647,0.30962612,-2.41587332,-0.718193337,0.088938101,-1.467733215,0.035298189
232,-0.354899161,-0.225328033,-1.059177532,-2.362547943,-1.607205306,-0.194652149,-1.856159927,-1.090667386
233,-0.46244685,-0.135881427,-0.800002324,-2.303725611,-1.68598819,-0.017723129,-0.988898535,-0.74232293
234,-1.452359117,-0.269163845,-1.659323515,-2.395195865,-1.439831189,-0.009912072,-1.411607784,-1.91065037
235,-0.768472932,-0.120480129,-1.856580667,-2.298993828,-1.475929693,-0.44973788,-0.872906335,-1.736423245
236,-0.84777367,-0.478269092,-2.098958846,-2.435880002,-1.485771261,-0.548678896,-1.687784153,-1.811521775
237,-0.697257473,-0.267979423,-0.205698637,-2.316359083,-1.597360717,-0.064550538,-0.583785182,-0.078776916
238,-0.861563709,-0.420809759,-0.749292567,-2.402786304,-1.384044515,-0.228484681,-1.038248316,-0.180851628
239,-0.50153906,6.134920865,-0.628173722,-2.258454783,-1.882958488,0.156562791,-0.166132543,0.37150684
240,-0.633751856,-4.07393953,-0.980294545,-2.334276409,-2.001163016,-0.179037244,0.249699854,0.050310576
241,-0.422117818,-3.490457568,-0.788732347,-2.332692592,-1.288891567,0.091537941,-0.077343452,-0.111806362
242,-0.362506408,-3.665206191,-0.490168758,-2.211436715,-1.640026977,0.416585768,0.628014385,0.029296162
243,-0.432409274,-3.242848822,-1.253573501,-2.307985244,-2.053705073,0.45038081,0.835930844,0.797705634
244,0.011577616,-3.312155171,0.655935487,-2.346130558,-1.705677368,0.834992813,-0.9037501,1.436888543
245,0.652766475,-2.584136114,1.410321506,0.550252982,-1.223279431,0.918119936,-0.555267666,2.195932657
246,0.048661712,-2.332379985,0.951514536,0.508870923,-0.170810444,0.736263764,-0.02637514,1.181828025
247,-0.309448001,-1.696176632,1.024709423,0.592714787,-0.967416768,0.972661791,0.472077041,0.944755289
248,0.241064756,-1.404139989,1.593262463,0.436016577,-0.688685745,1.04018987,0.417468593,1.775929857
249,0.024215462,-1.383999733,0.971224147,0.989498675,-0.800167483,0.634921897,1.361283049,1.163825605
250,0.07551024,-1.395254664,0.93462499,0.925012589,-0.718191324,0.281385414,1.481017106,1.00777657
251,0.17058814,-1.334833894,0.990933757,0.962810255,-0.701799112,0.247583162,1.600447905,0.893741722
252,0.171094561,-0.941501091,1.435650685,0.956676436,-0.869025242,0.575148638,0.004265529,1.475898057
253,0.073637669,-0.976449799,2.018180691,0.977067468,-0.911661301,0.827200502,0.068278961,1.592915619
254,0.202580587,-0.902997592,1.767736374,0.944684246,-0.688683732,0.946690783,0.66977977,1.796925971
255,0.294070526,-1.783254901,1.317444422,1.005804525,-1.479210551,0.434784652,0.950102456,1.28385882
256,0.362315333,-1.581257202,0.565833921,0.912902701,-1.820577883,-0.171231955,1.595694899,0.833717795
257,0.032635323,-1.599621207,1.379362478,0.945298891,-1.187186968,0.679097555,1.323259694,1.331871374
